order_id;created_at;website_session_id;user_id;primary_product_id;items_purchased;price_usd;cogs_usd
145;23/04/2012 12:31;4889;4785;1;1;49.99;19.49
146;23/04/2012 17:12;4923;2368;1;1;49.99;19.49
147;23/04/2012 20:59;4943;4832;1;1;49.99;19.49
148;23/04/2012 22:39;4951;4840;1;1;49.99;19.49
149;23/04/2012 22:57;4952;3291;1;1;49.99;19.49
150;24/04/2012 19:22;5054;4933;1;1;49.99;19.49
151;24/04/2012 23:13;5065;210;1;1;49.99;19.49
152;25/04/2012 21:05;5151;13;1;1;49.99;19.49
153;26/04/2012 15:35;5252;5116;1;1;49.99;19.49
154;26/04/2012 17:43;5270;5134;1;1;49.99;19.49
155;26/04/2012 22:22;5292;5154;1;1;49.99;19.49
156;27/04/2012 1:22;5297;5158;1;1;49.99;19.49
157;27/04/2012 19:42;5386;5243;1;1;49.99;19.49
158;29/04/2012 16:58;5458;5312;1;1;49.99;19.49
159;30/04/2012 12:14;5538;5387;1;1;49.99;19.49
160;01/05/2012 3:50;5619;5461;1;1;49.99;19.49
161;01/05/2012 10:34;5650;5488;1;1;49.99;19.49
162;01/05/2012 11:20;5654;876;1;1;49.99;19.49
163;01/05/2012 12:10;5663;4038;1;1;49.99;19.49
164;01/05/2012 16:25;5705;5539;1;1;49.99;19.49
165;02/05/2012 11:50;5820;5640;1;1;49.99;19.49
166;02/05/2012 12:56;5830;5649;1;1;49.99;19.49
167;02/05/2012 17:15;5870;5688;1;1;49.99;19.49
168;02/05/2012 17:24;5873;5691;1;1;49.99;19.49
169;03/05/2012 9:03;5925;3057;1;1;49.99;19.49
170;03/05/2012 9:40;5927;2617;1;1;49.99;19.49
171;03/05/2012 15:19;5976;5788;1;1;49.99;19.49
172;03/05/2012 16:24;5987;5797;1;1;49.99;19.49
173;03/05/2012 23:52;6017;5824;1;1;49.99;19.49
174;04/05/2012 5:22;6036;5840;1;1;49.99;19.49
175;04/05/2012 10:24;6056;5858;1;1;49.99;19.49
176;04/05/2012 16:56;6123;5918;1;1;49.99;19.49
177;08/05/2012 15:59;6481;6237;1;1;49.99;19.49
178;08/05/2012 16:18;6487;6242;1;1;49.99;19.49
179;09/05/2012 1:00;6536;6288;1;1;49.99;19.49
180;09/05/2012 1:40;6539;6291;1;1;49.99;19.49
181;09/05/2012 9:04;6562;6313;1;1;49.99;19.49
182;09/05/2012 10:16;6571;6322;1;1;49.99;19.49
183;09/05/2012 13:36;6603;6352;1;1;49.99;19.49
184;09/05/2012 14:59;6614;2020;1;1;49.99;19.49
185;09/05/2012 17:01;6629;6374;1;1;49.99;19.49
186;09/05/2012 17:41;6637;6381;1;1;49.99;19.49
187;10/05/2012 9:54;6692;6433;1;1;49.99;19.49
188;10/05/2012 18:45;6765;6500;1;1;49.99;19.49
189;10/05/2012 21:29;6781;6515;1;1;49.99;19.49
190;11/05/2012 11:10;6836;6565;1;1;49.99;19.49
191;11/05/2012 15:06;6889;5115;1;1;49.99;19.49
192;11/05/2012 21:20;6927;6648;1;1;49.99;19.49
193;12/05/2012 20:44;6993;6711;1;1;49.99;19.49
194;13/05/2012 8:21;7018;6732;1;1;49.99;19.49
195;13/05/2012 15:56;7035;6747;1;1;49.99;19.49
196;13/05/2012 17:04;7042;6754;1;1;49.99;19.49
197;14/05/2012 18:33;7140;3659;1;1;49.99;19.49
198;14/05/2012 18:51;7144;6841;1;1;49.99;19.49
199;15/05/2012 3:20;7175;6869;1;1;49.99;19.49
200;15/05/2012 5:20;7178;3123;1;1;49.99;19.49
201;15/05/2012 5:28;7179;6872;1;1;49.99;19.49
202;15/05/2012 8:13;7188;6880;1;1;49.99;19.49
203;15/05/2012 8:56;7191;6882;1;1;49.99;19.49
204;15/05/2012 15:06;7240;6929;1;1;49.99;19.49
205;15/05/2012 15:29;7245;872;1;1;49.99;19.49
206;15/05/2012 17:26;7263;6948;1;1;49.99;19.49
207;16/05/2012 5:07;7311;6994;1;1;49.99;19.49
208;16/05/2012 5:33;7312;6995;1;1;49.99;19.49
209;17/05/2012 0:34;7421;7097;1;1;49.99;19.49
210;17/05/2012 16:23;7507;7176;1;1;49.99;19.49
211;17/05/2012 19:33;7528;7195;1;1;49.99;19.49
212;18/05/2012 10:29;7577;4607;1;1;49.99;19.49
213;18/05/2012 11:38;7590;7248;1;1;49.99;19.49
214;18/05/2012 13:43;7597;3264;1;1;49.99;19.49
215;18/05/2012 14:24;7604;7260;1;1;49.99;19.49
216;19/05/2012 3:45;7663;7314;1;1;49.99;19.49
217;20/05/2012 0:54;7710;7355;1;1;49.99;19.49
218;20/05/2012 9:53;7734;7379;1;1;49.99;19.49
219;20/05/2012 22:54;7787;7425;1;1;49.99;19.49
220;20/05/2012 23:15;7792;7430;1;1;49.99;19.49
221;20/05/2012 23:36;7795;7432;1;1;49.99;19.49
222;21/05/2012 5:26;7820;7455;1;1;49.99;19.49
223;21/05/2012 11:52;7864;7498;1;1;49.99;19.49
224;21/05/2012 16:48;7906;7533;1;1;49.99;19.49
225;21/05/2012 22:15;7947;7569;1;1;49.99;19.49
226;22/05/2012 5:15;7973;7594;1;1;49.99;19.49
227;22/05/2012 6:15;7978;7599;1;1;49.99;19.49
228;22/05/2012 11:40;8001;4430;1;1;49.99;19.49
229;22/05/2012 13:00;8011;7630;1;1;49.99;19.49
230;22/05/2012 16:53;8060;1997;1;1;49.99;19.49
231;23/05/2012 3:29;8130;7735;1;1;49.99;19.49
232;23/05/2012 22:13;8265;4098;1;1;49.99;19.49
233;23/05/2012 23:24;8272;7867;1;1;49.99;19.49
234;24/05/2012 19:34;8435;8016;1;1;49.99;19.49
235;24/05/2012 20:47;8447;8026;1;1;49.99;19.49
236;25/05/2012 4:56;8479;8053;1;1;49.99;19.49
237;25/05/2012 5:03;8480;8054;1;1;49.99;19.49
238;25/05/2012 11:32;8519;8090;1;1;49.99;19.49
239;25/05/2012 14:34;8543;8114;1;1;49.99;19.49
240;25/05/2012 14:47;8546;8116;1;1;49.99;19.49
241;25/05/2012 16:22;8569;8136;1;1;49.99;19.49
242;26/05/2012 13:48;8642;8202;1;1;49.99;19.49
243;26/05/2012 14:12;8643;8203;1;1;49.99;19.49
244;26/05/2012 17:15;8656;8216;1;1;49.99;19.49
245;27/05/2012 9:35;8694;8250;1;1;49.99;19.49
246;27/05/2012 23:20;8738;8289;1;1;49.99;19.49
247;28/05/2012 1:00;8748;8299;1;1;49.99;19.49
248;28/05/2012 6:32;8766;8314;1;1;49.99;19.49
249;28/05/2012 15:16;8810;8353;1;1;49.99;19.49
250;29/05/2012 6:08;8874;8409;1;1;49.99;19.49
251;29/05/2012 10:25;8903;8436;1;1;49.99;19.49
252;29/05/2012 10:28;8905;8438;1;1;49.99;19.49
253;29/05/2012 11:52;8921;8453;1;1;49.99;19.49
254;29/05/2012 15:26;8953;8484;1;1;49.99;19.49
255;29/05/2012 16:36;8963;8493;1;1;49.99;19.49
256;29/05/2012 17:05;8971;8501;1;1;49.99;19.49
257;29/05/2012 23:52;9020;8548;1;1;49.99;19.49
258;30/05/2012 3:09;9032;8559;1;1;49.99;19.49
259;30/05/2012 7:56;9042;8567;1;1;49.99;19.49
260;30/05/2012 12:03;9073;8594;1;1;49.99;19.49
261;30/05/2012 20:49;9166;8676;1;1;49.99;19.49
262;30/05/2012 23:02;9176;8684;1;1;49.99;19.49
263;31/05/2012 5:33;9193;8701;1;1;49.99;19.49
264;31/05/2012 9:04;9216;8721;1;1;49.99;19.49
265;31/05/2012 11:07;9240;7771;1;1;49.99;19.49
266;31/05/2012 16:48;9294;8792;1;1;49.99;19.49
267;31/05/2012 23:09;9342;8836;1;1;49.99;19.49
268;01/06/2012 6:22;9363;8855;1;1;49.99;19.49
269;01/06/2012 12:48;9412;8898;1;1;49.99;19.49
270;01/06/2012 12:57;9413;8899;1;1;49.99;19.49
271;01/06/2012 14:22;9428;8911;1;1;49.99;19.49
272;01/06/2012 18:27;9460;8941;1;1;49.99;19.49
273;01/06/2012 20:13;9467;8948;1;1;49.99;19.49
274;02/06/2012 13:04;9514;8992;1;1;49.99;19.49
275;02/06/2012 23:36;9547;9022;1;1;49.99;19.49
276;03/06/2012 7:08;9562;9033;1;1;49.99;19.49
277;03/06/2012 10:20;9568;9038;1;1;49.99;19.49
278;03/06/2012 17:07;9590;4154;1;1;49.99;19.49
279;03/06/2012 18:13;9592;9057;1;1;49.99;19.49
280;04/06/2012 1:52;9617;9082;1;1;49.99;19.49
281;04/06/2012 18:54;9735;9182;1;1;49.99;19.49
282;05/06/2012 0:05;9765;9209;1;1;49.99;19.49
283;05/06/2012 0:43;9769;9213;1;1;49.99;19.49
284;05/06/2012 3:25;9779;9222;1;1;49.99;19.49
285;05/06/2012 11:58;9819;9259;1;1;49.99;19.49
286;05/06/2012 14:05;9849;9284;1;1;49.99;19.49
287;06/06/2012 1:28;9915;9342;1;1;49.99;19.49
288;06/06/2012 8:14;9932;9357;1;1;49.99;19.49
289;06/06/2012 9:43;9942;9364;1;1;49.99;19.49
290;06/06/2012 10:54;9954;9374;1;1;49.99;19.49
291;06/06/2012 13:05;9989;9406;1;1;49.99;19.49
292;06/06/2012 16:36;10020;9433;1;1;49.99;19.49
293;06/06/2012 17:40;10033;9446;1;1;49.99;19.49
294;06/06/2012 18:13;10041;9454;1;1;49.99;19.49
295;07/06/2012 6:41;10105;9509;1;1;49.99;19.49
296;07/06/2012 9:31;10122;9525;1;1;49.99;19.49
297;07/06/2012 11:52;10151;9553;1;1;49.99;19.49
298;07/06/2012 12:51;10167;9567;1;1;49.99;19.49
299;07/06/2012 13:34;10177;9576;1;1;49.99;19.49
300;07/06/2012 20:46;10244;9640;1;1;49.99;19.49
301;08/06/2012 0:03;10265;9658;1;1;49.99;19.49
302;08/06/2012 1:47;10269;6616;1;1;49.99;19.49
303;08/06/2012 6:25;10277;9669;1;1;49.99;19.49
304;08/06/2012 9:11;10291;9681;1;1;49.99;19.49
305;08/06/2012 10:07;10300;9689;1;1;49.99;19.49
306;08/06/2012 13:58;10335;9721;1;1;49.99;19.49
307;09/06/2012 3:07;10411;9788;1;1;49.99;19.49
308;09/06/2012 14:35;10442;9816;1;1;49.99;19.49
309;09/06/2012 23:54;10468;9836;1;1;49.99;19.49
310;10/06/2012 18:55;10517;9881;1;1;49.99;19.49
311;10/06/2012 19:48;10518;9882;1;1;49.99;19.49
312;10/06/2012 21:39;10526;3428;1;1;49.99;19.49
313;11/06/2012 9:36;10575;9933;1;1;49.99;19.49
314;11/06/2012 10:54;10591;7271;1;1;49.99;19.49
315;11/06/2012 11:01;10600;9955;1;1;49.99;19.49
316;11/06/2012 11:47;10605;9959;1;1;49.99;19.49
317;11/06/2012 18:56;10674;3561;1;1;49.99;19.49
318;12/06/2012 2:14;10719;10065;1;1;49.99;19.49
319;12/06/2012 4:20;10721;10067;1;1;49.99;19.49
320;12/06/2012 11:24;10752;10094;1;1;49.99;19.49
321;12/06/2012 14:26;10787;10124;1;1;49.99;19.49
322;12/06/2012 19:17;10837;10172;1;1;49.99;19.49
323;13/06/2012 6:04;10886;10216;1;1;49.99;19.49
324;13/06/2012 10:37;10918;10246;1;1;49.99;19.49
325;13/06/2012 10:58;10922;10250;1;1;49.99;19.49
326;13/06/2012 11:16;10927;10254;1;1;49.99;19.49
327;13/06/2012 11:20;10926;10253;1;1;49.99;19.49
328;13/06/2012 11:50;10937;10264;1;1;49.99;19.49
329;13/06/2012 12:29;10946;10272;1;1;49.99;19.49
330;13/06/2012 14:02;10971;8333;1;1;49.99;19.49
331;13/06/2012 15:21;10985;10306;1;1;49.99;19.49
332;13/06/2012 17:09;11007;7350;1;1;49.99;19.49
333;14/06/2012 14:26;11154;10459;1;1;49.99;19.49
334;15/06/2012 13:58;11322;3736;1;1;49.99;19.49
335;15/06/2012 23:13;11386;10668;1;1;49.99;19.49
336;16/06/2012 0:01;11389;10671;1;1;49.99;19.49
337;16/06/2012 3:33;11397;10678;1;1;49.99;19.49
338;16/06/2012 12:01;11418;10699;1;1;49.99;19.49
339;17/06/2012 15:38;11502;10775;1;1;49.99;19.49
340;17/06/2012 19:48;11520;10791;1;1;49.99;19.49
341;17/06/2012 22:07;11530;10799;1;1;49.99;19.49
342;17/06/2012 22:28;11531;10800;1;1;49.99;19.49
343;18/06/2012 0:56;11543;10812;1;1;49.99;19.49
344;18/06/2012 13:34;11616;10876;1;1;49.99;19.49
345;18/06/2012 14:05;11618;10878;1;1;49.99;19.49
346;18/06/2012 15:11;11629;10889;1;1;49.99;19.49
347;18/06/2012 18:59;11657;10913;1;1;49.99;19.49
348;18/06/2012 21:48;11670;10924;1;1;49.99;19.49
349;18/06/2012 22:57;11677;10931;1;1;49.99;19.49
350;19/06/2012 11:32;11729;10975;1;1;49.99;19.49
351;19/06/2012 12:18;11739;10984;1;1;49.99;19.49
352;19/06/2012 13:30;11756;10998;1;1;49.99;19.49
353;19/06/2012 13:52;11762;11003;1;1;49.99;19.49
354;19/06/2012 16:48;11801;10235;1;1;49.99;19.49
355;19/06/2012 20:11;11835;11071;1;1;49.99;19.49
356;20/06/2012 11:33;11917;11148;1;1;49.99;19.49
357;20/06/2012 13:50;11946;11176;1;1;49.99;19.49
358;20/06/2012 14:47;11957;11187;1;1;49.99;19.49
359;20/06/2012 16:00;11971;11200;1;1;49.99;19.49
360;20/06/2012 17:08;11985;11211;1;1;49.99;19.49
361;20/06/2012 22:54;12028;11249;1;1;49.99;19.49
362;21/06/2012 4:58;12047;11268;1;1;49.99;19.49
363;21/06/2012 8:15;12065;11285;1;1;49.99;19.49
364;21/06/2012 11:10;12086;11304;1;1;49.99;19.49
365;21/06/2012 16:25;12141;11352;1;1;49.99;19.49
366;21/06/2012 19:59;12168;11376;1;1;49.99;19.49
367;22/06/2012 8:41;12216;2108;1;1;49.99;19.49
368;22/06/2012 11:36;12243;11443;1;1;49.99;19.49
369;22/06/2012 14:33;12284;11481;1;1;49.99;19.49
370;22/06/2012 18:49;12321;9542;1;1;49.99;19.49
371;22/06/2012 19:33;12329;11522;1;1;49.99;19.49
372;23/06/2012 12:06;12388;8237;1;1;49.99;19.49
373;23/06/2012 13:40;12394;11583;1;1;49.99;19.49
374;23/06/2012 16:36;12408;11597;1;1;49.99;19.49
375;23/06/2012 22:43;12424;11611;1;1;49.99;19.49
376;24/06/2012 22:23;12478;11660;1;1;49.99;19.49
377;24/06/2012 22:31;12479;11661;1;1;49.99;19.49
378;25/06/2012 7:54;12509;11687;1;1;49.99;19.49
379;25/06/2012 15:26;12568;11742;1;1;49.99;19.49
380;25/06/2012 16:15;12579;11753;1;1;49.99;19.49
381;25/06/2012 19:33;12604;11159;1;1;49.99;19.49
382;25/06/2012 19:54;12605;11776;1;1;49.99;19.49
383;26/06/2012 11:55;12672;5191;1;1;49.99;19.49
384;26/06/2012 15:30;12699;11858;1;1;49.99;19.49
385;26/06/2012 16:06;12708;11867;1;1;49.99;19.49
386;26/06/2012 18:57;12738;11897;1;1;49.99;19.49
387;26/06/2012 21:13;12760;3561;1;1;49.99;19.49
388;27/06/2012 8:32;12807;11959;1;1;49.99;19.49
389;27/06/2012 8:47;12809;9109;1;1;49.99;19.49
390;27/06/2012 11:00;12831;6390;1;1;49.99;19.49
391;27/06/2012 11:54;12837;11986;1;1;49.99;19.49
392;27/06/2012 17:25;12912;12048;1;1;49.99;19.49
393;27/06/2012 19:31;12927;12061;1;1;49.99;19.49
394;28/06/2012 10:23;12988;12113;1;1;49.99;19.49
395;28/06/2012 13:40;13016;12139;1;1;49.99;19.49
396;28/06/2012 16:39;13046;12165;1;1;49.99;19.49
397;28/06/2012 19:34;13073;12188;1;1;49.99;19.49
398;28/06/2012 20:48;13081;10278;1;1;49.99;19.49
399;28/06/2012 20:56;13083;12197;1;1;49.99;19.49
400;28/06/2012 22:09;13089;12203;1;1;49.99;19.49
401;28/06/2012 22:24;13093;12207;1;1;49.99;19.49
402;28/06/2012 22:31;13094;3293;1;1;49.99;19.49
403;29/06/2012 16:09;13194;12293;1;1;49.99;19.49
404;29/06/2012 18:43;13221;12320;1;1;49.99;19.49
405;30/06/2012 15:17;13285;12374;1;1;49.99;19.49
406;30/06/2012 15:36;13287;12376;1;1;49.99;19.49
407;30/06/2012 19:50;13297;6095;1;1;49.99;19.49
408;01/07/2012 4:39;13319;12406;1;1;49.99;19.49
409;02/07/2012 13:24;13460;12530;1;1;49.99;19.49
410;02/07/2012 16:45;13494;12562;1;1;49.99;19.49
411;02/07/2012 17:54;13510;12576;1;1;49.99;19.49
412;03/07/2012 8:18;13571;12632;1;1;49.99;19.49
413;03/07/2012 10:42;13591;12651;1;1;49.99;19.49
414;03/07/2012 16:47;13663;12716;1;1;49.99;19.49
415;03/07/2012 19:10;13694;7434;1;1;49.99;19.49
416;04/07/2012 5:03;13726;12768;1;1;49.99;19.49
417;04/07/2012 10:01;13745;12787;1;1;49.99;19.49
418;04/07/2012 10:47;13752;12793;1;1;49.99;19.49
419;04/07/2012 11:06;13754;6033;1;1;49.99;19.49
420;04/07/2012 14:43;13782;12818;1;1;49.99;19.49
421;04/07/2012 18:29;13812;12847;1;1;49.99;19.49
422;05/07/2012 0:47;13843;12875;1;1;49.99;19.49
423;05/07/2012 4:47;13857;12888;1;1;49.99;19.49
424;05/07/2012 9:59;13880;12909;1;1;49.99;19.49
425;05/07/2012 11:14;13891;12920;1;1;49.99;19.49
426;05/07/2012 16:37;13949;12977;1;1;49.99;19.49
427;05/07/2012 19:49;13975;13001;1;1;49.99;19.49
428;05/07/2012 20:41;13981;13006;1;1;49.99;19.49
429;06/07/2012 11:27;14062;13081;1;1;49.99;19.49
430;06/07/2012 14:55;14098;11375;1;1;49.99;19.49
431;06/07/2012 18:26;14124;13138;1;1;49.99;19.49
432;06/07/2012 19:31;14129;13142;1;1;49.99;19.49
433;06/07/2012 23:22;14147;13159;1;1;49.99;19.49
434;07/07/2012 3:59;14157;13168;1;1;49.99;19.49
435;07/07/2012 11:23;14170;13179;1;1;49.99;19.49
436;07/07/2012 15:54;14186;13194;1;1;49.99;19.49
437;07/07/2012 17:04;14195;13203;1;1;49.99;19.49
438;08/07/2012 1:02;14205;13212;1;1;49.99;19.49
439;08/07/2012 9:24;14219;13225;1;1;49.99;19.49
440;09/07/2012 1:52;14289;13288;1;1;49.99;19.49
441;09/07/2012 9:42;14307;13304;1;1;49.99;19.49
442;09/07/2012 13:16;14346;13339;1;1;49.99;19.49
443;09/07/2012 13:45;14357;13349;1;1;49.99;19.49
444;09/07/2012 13:49;14354;13346;1;1;49.99;19.49
445;09/07/2012 15:11;14377;13369;1;1;49.99;19.49
446;09/07/2012 16:22;14383;13374;1;1;49.99;19.49
447;10/07/2012 10:05;14460;13445;1;1;49.99;19.49
448;10/07/2012 10:29;14462;13447;1;1;49.99;19.49
449;10/07/2012 11:39;14476;13459;1;1;49.99;19.49
450;10/07/2012 18:36;14550;13530;1;1;49.99;19.49
451;10/07/2012 20:15;14564;13544;1;1;49.99;19.49
